batch,intent,question,faq_coverage,faq_source,source_url,find_in_source_ctrlF,faq_note,origin,seed_id,source_ref
Batch 2,biometric_capture,Where can someone do NYSC biometrics in London?,Covered,MOBREG/PORTAL,,proxy,Must not be done by proxy; same fingers used at registration are checked at camp. Digital Persona U.are.U 4500 scanner required if doing biometrics outside an NYSC office.,original,S-0397,
Batch 2,jamb_number_issue,A withdrawn student's JAMB number was used for me. Can I register with that JAMB number and correct it later?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Matriculation,"If matriculation/JAMB number already exists as an issue, contact your institution directly (not NYSC).",original,S-0398,
Batch 2,registration_method_at_home,Is registering with SimpleServer okay for NYSC?,Partial,PORTAL,https://portal.nysc.org.ng/nysc/FAQ.aspx,Digital Persona,Registration can be done on own computer if a Digital Persona fingerprint USB scanner is attached; otherwise use an accredited registration center/cybercafe.,original,S-0399,
Batch 2,profile_data_error,How can someone correct a wrong degree classification when they graduated with a 2:1 but NYSC uploaded a third class?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Class of Degree,Class of Degree and Qualification corrections follow the same dashboard flow as course correction; approval is by institution's SAO.,original,S-0400,
Batch 2,green_card_printing,My call-up number has not been sent to me and my year of admission is missing from my Green Card. Is this an issue?,Not covered,-,,,Term 'Green Card' not addressed in these sources.,original,S-0401,
Batch 2,dob_discrepancy_correction,Is there any need to carry out age verification when the date of birth on my WAEC certificate differs from my other documents?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Date of Birth,Get 19/20-digit WAEC verification PIN from First Bank > enter on dashboard DOB correction link > verify. Gap between WAEC date and graduation date must be >=4 years. Different procedure if Exemption Certificate already issued.,original,S-0402,
Batch 2,callup_number_vs_letter,How can I identify the state of deployment using the call-up number?,Not covered,-,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Concessional,Only official override is concessional posting: marital ground (posting to husband's state) or health ground -- not general state choice.,original,S-0403,
Batch 2,admission_year_correction,I registered yesterday but have not seen my call-up number and the portal did not capture my year of admission. Is this a problem?,Not covered,-,,,Not addressed.,original,S-0404,
Batch 2,green_card_printing,I am revalidating my account and have a Green Card but no call-up number. My dashboard says I have not been evaluated even though all my documents are complete. What should I do?,Not covered,-,,,Term 'Green Card' not addressed in these sources.,original,S-0405,
Batch 2,registration_payment_issue,Do I have to pay the N3000 again when revalidating after paying it during a previous registration?,Covered,MOBREG/PORTAL,,"2,786.24","N2,786.24 fee is optional (needed only for SMS call-up number + online printing). Payment troubleshooting: check Payment Status page with transaction ID, or email nyscsupport@sidmach.com for stuck ATM payments.",original,S-0406,
Batch 2,exemption_certificate,My friend finished registration but the dashboard says her exemption letter is being processed. What can she do if she wants to serve?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Exemption Certificate,Nigeria-trained: collect from institution; corrections only allowed within 3 months of online registration date. Foreign-trained: come to NYSC HQ with original documents for clearance and collection.,original,S-0407,
Batch 2,registration_payment_issue,I paid for NYSC registration with my GTBank Mastercard but my dashboard still says I haven't paid. What should I do?,Covered,MOBREG/PORTAL,,"2,786.24","N2,786.24 fee is optional (needed only for SMS call-up number + online printing). Payment troubleshooting: check Payment Status page with transaction ID, or email nyscsupport@sidmach.com for stuck ATM payments.",original,S-0408,
Batch 2,green_card_printing,Do I have to pay the N3000 before I can print my Green Card?,Not covered,-,,,Term 'Green Card' not addressed in these sources.,original,S-0409,
Batch 2,prior_registration_history,My sister registered for NYSC last year but was not mobilized. Does she need to start the registration all over again?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Senate,"Verify name appears on Senate/Academic Board Approved Result list before registering; if missing, contact institution directly.",original,S-0410,
Batch 2,portal_account_access,"Please, how do I get my call-up letter if I forgot the email password I used for NYSC registration?",Partial,PDF/MOBREG,,Printing of Call,"Printing call-up letters is listed as a self-service. N2,786.24 fee required to receive call-up number via SMS and print online; otherwise collect from school.",original,S-0411,
Batch 2,callup_number_vs_letter,Does receiving a call-up number guarantee that I will receive a call-up letter?,Partial,MOBREG,https://www.nysc.gov.ng/mobreg.html,SMS,Paying the fee gets call-up number via SMS + online letter printing; not paying means collecting both from school instead.,original,S-0412,
Batch 2,registration_payment_issue,What happens to people who paid the NYSC registration fee but were not mobilized?,Covered,MOBREG/PORTAL,,"2,786.24","N2,786.24 fee is optional (needed only for SMS call-up number + online printing). Payment troubleshooting: check Payment Status page with transaction ID, or email nyscsupport@sidmach.com for stuck ATM payments.",original,S-0413,
Batch 2,callup_letter_access,Must NYSC send an SMS before I can access my call-up letter?,Partial,PDF/MOBREG,,Printing of Call,"Printing call-up letters is listed as a self-service. N2,786.24 fee required to receive call-up number via SMS and print online; otherwise collect from school.",original,S-0414,
Batch 2,name_correction,Can I correct my name in camp if the correction has not reflected before my call-up letter?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Correction of Name,Login to dashboard > Apply for Name Correction > fill fields > Place Request. NYSC does not add/remove names; that requires institution to write NYSC directly.,original,S-0415,
Batch 2,prior_registration_history,Can someone who has been posted before register again for another batch?,Not covered,-,,,No guidance on re-registration after prior/abandoned NYSC history.,original,S-0416,
Batch 2,revalidation,Can I revalidate during Stream 2 registration without changing my state?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,revalidate,Revalidation opens when the online registration portal reopens (mentioned specifically re: graduation-date correction cases).,original,S-0056,
Batch 2,post_relocation_process,How do I clear with my LGI after redeployment?,Partial,PDF,,,Not addressed.,original,S-0082,
Batch 2,relocation_general_process,Can I change my redeployed state after it has already appeared on my portal?,Partial,PDF,,,Not addressed.,original,S-0142,
Batch 2,relocation_general_process,Is it possible to change the state I was relocated to?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Relocation after Camp,'Application for Relocation after Camp' is listed as a dashboard self-service; full step-by-step process not detailed.,original,S-0142,
Batch 2,post_relocation_process,Can I report to my new state before printing my relocation letter?,Not covered,-,,,Not addressed.,original,S-0419,
Batch 2,relocation_general_process,What should I do if I cannot print my relocation letter because the state coordinator has not cleared me?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Relocation after Camp,'Application for Relocation after Camp' is listed as a dashboard self-service; full step-by-step process not detailed.,original,S-0420,
Batch 2,ppa_rejection_reposting,Can I still do monthly thumbprint clearance while waiting for PPA reposting?,Not covered,-,,,No PPA-change procedure described in these sources.,original,S-0133,
Batch 2,ppa_rejection_reposting,Where should I do clearance if my PPA has rejected me and I am waiting for another PPA?,Partial,PDF,,,Not addressed.,original,S-0133,
Batch 2,logistics_arrival_timing,Can I go to camp before the official reporting date?,Not covered,-,,,Not addressed.,original,S-0165,
Batch 2,logistics_arrival_timing,Can I go to camp one day before the official resumption date?,Not covered,-,,,Not addressed.,original,S-0165,
Batch 2,callup_letter_access,Do I need to receive an SMS before my call-up letter becomes available?,Partial,PDF/MOBREG,,Printing of Call,"Printing call-up letters is listed as a self-service. N2,786.24 fee required to receive call-up number via SMS and print online; otherwise collect from school.",original,S-0414,
Batch 2,registration_slip_printing,Why can't I print my registration slip from the dashboard?,Not covered,-,,,Not addressed.,original,S-0426,
Batch 2,green_card_printing,My Green Card has been printed but there is no call-up number on it. What does that mean?,Not covered,-,,,Term 'Green Card' not addressed in these sources.,original,S-0319,
Batch 2,portal_evaluation_status,My dashboard says I have not been evaluated even though I completed registration. What should I do?,Not covered,-,,,Not addressed.,original,S-0428,
Batch 2,senate_list_status,My school submitted a different arrangement of my names to the Senate list. Will this cause a problem at camp?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Senate,"Verify name appears on Senate/Academic Board Approved Result list before registering; if missing, contact institution directly.",original,S-0429,
